x,y
1667001600000.00,20601.63
1667088000000.00,20816.16
1667174400000.00,20628.5
1667260800000.00,20499.29
1667347200000.00,20486.26
1667433600000.00,20153.99
1667520000000.00,20208.16
1667606400000.00,21152.93
1667692800000.00,21292.67
1667779200000.00,20920.33
1667865600000.00,20598.44
1667952000000.00,18540.11
1668038400000.00,15856.95
1668124800000.00,17550.23
1668211200000.00,16990.26
1668297600000.00,16776.4
1668384000000.00,16310.3
1668470400000.00,16587.96
